"","pvalue","Global.Mantel.r","run","Comparison.type","Yard.diff","Neighbor.distance","Nursery","Mimicry","Constraint","Step","significance"
"226",0.195,0.00289564592579584,226,"equal-or-greater",2,9,4,TRUE,"random",7,0.4437
"227",0.3,0.00185011492720763,227,"equal-or-greater",2,9,4,TRUE,"random",7,0.4437
"228",0.013,0.00730376684085268,228,"equal-or-greater",2,9,4,TRUE,"random",11,0.4437
"229",0.548,-0.000398263468144709,229,"equal-or-greater",2,9,4,TRUE,"random",8,0.4437
"230",0.592,-0.000942610564733611,230,"equal-or-greater",2,9,4,TRUE,"random",10,0.4437
"231",0.001,0.0455599928419864,231,"equal-or-greater",2,9,4,TRUE,"by-block",17,0.0985
"232",0.001,0.0439449638919613,232,"equal-or-greater",2,9,4,TRUE,"by-block",18,0.0985
"233",0.001,0.0186616861316671,233,"equal-or-greater",2,9,4,TRUE,"by-block",25,0.0985
"234",0.001,0.041679763890442,234,"equal-or-greater",2,9,4,TRUE,"by-block",18,0.0985
"235",0.012,0.00790887104977492,235,"equal-or-greater",2,9,4,TRUE,"by-block",19,0.0985
"236",0.001,0.0598378778882056,236,"equal-or-greater",2,9,4,TRUE,"by-block",16,0.0985
"237",0.001,0.0519049645065232,237,"equal-or-greater",2,9,4,TRUE,"by-block",25,0.0985
"238",0.001,0.0591441164153691,238,"equal-or-greater",2,9,4,TRUE,"by-block",18,0.0985
"239",0.006,0.0093416452222945,239,"equal-or-greater",2,9,4,TRUE,"by-block",25,0.0985
"240",0.96,-0.00663960661972174,240,"equal-or-greater",2,9,4,TRUE,"by-block",23,0.0985
"241",0.001,0.0334029159115657,241,"equal",0,3,1,TRUE,"off",99,0.001
"242",0.001,0.0207328923253297,242,"equal",0,3,1,TRUE,"off",99,0.001
"243",0.001,0.03687063016542,243,"equal",0,3,1,TRUE,"off",99,0.001
"244",0.001,0.0369456617998224,244,"equal",0,3,1,TRUE,"off",99,0.001
"245",0.001,0.0345954234289697,245,"equal",0,3,1,TRUE,"off",99,0.001
"246",0.001,0.0263838130508928,246,"equal",0,3,1,TRUE,"off",99,0.001
"247",0.001,0.0466497222512448,247,"equal",0,3,1,TRUE,"off",99,0.001
"248",0.001,0.0635508678430542,248,"equal",0,3,1,TRUE,"off",99,0.001
"249",0.001,0.0758069047138128,249,"equal",0,3,1,TRUE,"off",99,0.001
"250",0.001,0.0438177207518468,250,"equal",0,3,1,TRUE,"off",91,0.001
"251",0.128,0.00451574023530768,251,"equal",0,3,1,TRUE,"random",38,0.2256
"252",0.005,0.0105831164824631,252,"equal",0,3,1,TRUE,"random",37,0.2256
"253",0.127,0.00458862875810081,253,"equal",0,3,1,TRUE,"random",40,0.2256
"254",0.193,0.00323267806983705,254,"equal",0,3,1,TRUE,"random",38,0.2256
"255",0.026,0.00786977701023286,255,"equal",0,3,1,TRUE,"random",40,0.2256
"256",0.669,-0.00141162369046521,256,"equal",0,3,1,TRUE,"random",41,0.2256
"257",0.001,0.0172458641690216,257,"equal",0,3,1,TRUE,"random",30,0.2256
"258",0.717,-0.00224419684817665,258,"equal",0,3,1,TRUE,"random",52,0.2256
"259",0.001,0.0166441779806567,259,"equal",0,3,1,TRUE,"random",44,0.2256
"260",0.389,0.00129866288202981,260,"equal",0,3,1,TRUE,"random",53,0.2256
"261",0.001,0.10120251773551,261,"equal",0,3,1,TRUE,"by-block",99,0.001
"262",0.001,0.091447141106954,262,"equal",0,3,1,TRUE,"by-block",99,0.001
"263",0.001,0.0921405118569451,263,"equal",0,3,1,TRUE,"by-block",99,0.001
"264",0.001,0.0755631066299365,264,"equal",0,3,1,TRUE,"by-block",99,0.001
"265",0.001,0.083790593494511,265,"equal",0,3,1,TRUE,"by-block",99,0.001
"266",0.001,0.0793320561812556,266,"equal",0,3,1,TRUE,"by-block",99,0.001
"267",0.001,0.0953041408520017,267,"equal",0,3,1,TRUE,"by-block",99,0.001
"268",0.001,0.07673323857306,268,"equal",0,3,1,TRUE,"by-block",99,0.001
"269",0.001,0.095515180485501,269,"equal",0,3,1,TRUE,"by-block",99,0.001
"270",0.001,0.0650178960306304,270,"equal",0,3,1,TRUE,"by-block",99,0.001
"271",0.001,0.0145362047225086,271,"equal",0,3,4,TRUE,"off",99,0.0014
"272",0.001,0.0233303430392181,272,"equal",0,3,4,TRUE,"off",99,0.0014
"273",0.001,0.0392797620366084,273,"equal",0,3,4,TRUE,"off",99,0.0014
"274",0.005,0.00966519962060234,274,"equal",0,3,4,TRUE,"off",95,0.0014
"275",0.001,0.0302323597149779,275,"equal",0,3,4,TRUE,"off",99,0.0014
"276",0.001,0.0315008807450991,276,"equal",0,3,4,TRUE,"off",99,0.0014
"277",0.001,0.0183245430913425,277,"equal",0,3,4,TRUE,"off",99,0.0014
"278",0.001,0.0635605563205159,278,"equal",0,3,4,TRUE,"off",99,0.0014
"279",0.001,0.0233239824826644,279,"equal",0,3,4,TRUE,"off",99,0.0014
"280",0.001,0.0204126314441529,280,"equal",0,3,4,TRUE,"off",99,0.0014
"281",0.001,0.0140537140478871,281,"equal",0,3,4,TRUE,"random",35,0.0327
"282",0.001,0.0158202121965663,282,"equal",0,3,4,TRUE,"random",35,0.0327
"283",0.002,0.0122328846785738,283,"equal",0,3,4,TRUE,"random",40,0.0327
"284",0.264,0.00238259202594982,284,"equal",0,3,4,TRUE,"random",38,0.0327
"285",0.001,0.0168034575580992,285,"equal",0,3,4,TRUE,"random",43,0.0327
"286",0.014,0.009547885765552,286,"equal",0,3,4,TRUE,"random",47,0.0327
"287",0.001,0.0214799953171508,287,"equal",0,3,4,TRUE,"random",30,0.0327
"288",0.001,0.0297025424174143,288,"equal",0,3,4,TRUE,"random",39,0.0327
"289",0.041,0.00700602416347519,289,"equal",0,3,4,TRUE,"random",33,0.0327
"290",0.001,0.0168553090515097,290,"equal",0,3,4,TRUE,"random",34,0.0327
"291",0.001,0.109142332052055,291,"equal",0,3,4,TRUE,"by-block",99,0.001
"292",0.001,0.116767982438659,292,"equal",0,3,4,TRUE,"by-block",99,0.001
"293",0.001,0.0864524462405544,293,"equal",0,3,4,TRUE,"by-block",99,0.001
"294",0.001,0.0836605170088102,294,"equal",0,3,4,TRUE,"by-block",99,0.001
"295",0.001,0.10617482198713,295,"equal",0,3,4,TRUE,"by-block",99,0.001
"296",0.001,0.0978200281181046,296,"equal",0,3,4,TRUE,"by-block",99,0.001
"297",0.001,0.0953897534630407,297,"equal",0,3,4,TRUE,"by-block",99,0.001
"298",0.001,0.0883461293973158,298,"equal",0,3,4,TRUE,"by-block",99,0.001
"299",0.001,0.0865766348323223,299,"equal",0,3,4,TRUE,"by-block",99,0.001
"300",0.001,0.0920694392327443,300,"equal",0,3,4,TRUE,"by-block",99,0.001
"301",0.148,0.00417349709799456,301,"equal",0,9,1,TRUE,"off",99,0.1748
"302",0.001,0.0145946089765906,302,"equal",0,9,1,TRUE,"off",61,0.1748
"303",0.001,0.0588041013818225,303,"equal",0,9,1,TRUE,"off",99,0.1748
"304",0.001,0.0208508778613804,304,"equal",0,9,1,TRUE,"off",50,0.1748
"305",0.91,-0.00544888943424612,305,"equal",0,9,1,TRUE,"off",45,0.1748
"306",0.001,0.035262737432216,306,"equal",0,9,1,TRUE,"off",88,0.1748
"307",0.001,0.0232049696125301,307,"equal",0,9,1,TRUE,"off",69,0.1748
"308",0.001,0.0332965930515504,308,"equal",0,9,1,TRUE,"off",99,0.1748
"309",0.683,-0.00188683725958328,309,"equal",0,9,1,TRUE,"off",99,0.1748
"310",0.001,0.026218000740565,310,"equal",0,9,1,TRUE,"off",99,0.1748
"311",0.896,-0.00459196957861876,311,"equal",0,9,1,TRUE,"random",20,0.4549
"312",0.362,0.00138038066334925,312,"equal",0,9,1,TRUE,"random",21,0.4549
"313",0.989,-0.00840591276621753,313,"equal",0,9,1,TRUE,"random",20,0.4549
"314",0.006,0.0100352766823121,314,"equal",0,9,1,TRUE,"random",21,0.4549
"315",0.002,0.0106444140511698,315,"equal",0,9,1,TRUE,"random",19,0.4549
"316",0.99,-0.00837829247980332,316,"equal",0,9,1,TRUE,"random",20,0.4549
"317",0.784,-0.0032766055259207,317,"equal",0,9,1,TRUE,"random",20,0.4549
"318",0.251,0.0026262808697836,318,"equal",0,9,1,TRUE,"random",20,0.4549
"319",0.104,0.00474470766209346,319,"equal",0,9,1,TRUE,"random",20,0.4549
"320",0.165,0.00376420449934898,320,"equal",0,9,1,TRUE,"random",21,0.4549
"321",0.001,0.073209436685619,321,"equal",0,9,1,TRUE,"by-block",99,0.001
"322",0.001,0.0770228098958037,322,"equal",0,9,1,TRUE,"by-block",99,0.001
"323",0.001,0.0613444217008337,323,"equal",0,9,1,TRUE,"by-block",96,0.001
"324",0.001,0.0653959465434589,324,"equal",0,9,1,TRUE,"by-block",99,0.001
"325",0.001,0.0694126652274924,325,"equal",0,9,1,TRUE,"by-block",99,0.001
"326",0.001,0.0575109548821366,326,"equal",0,9,1,TRUE,"by-block",99,0.001
"327",0.001,0.0705683709641824,327,"equal",0,9,1,TRUE,"by-block",99,0.001
"328",0.001,0.0598506475864609,328,"equal",0,9,1,TRUE,"by-block",99,0.001
"329",0.001,0.0746164182021348,329,"equal",0,9,1,TRUE,"by-block",99,0.001
"330",0.001,0.0671256251948804,330,"equal",0,9,1,TRUE,"by-block",99,0.001
"331",0.001,0.037619424847028,331,"equal",0,9,4,TRUE,"off",99,0.1717
"332",0.001,0.0463460036118901,332,"equal",0,9,4,TRUE,"off",99,0.1717
"333",0.001,0.0253135798457059,333,"equal",0,9,4,TRUE,"off",99,0.1717
"334",0.503,-0.000405434102145254,334,"equal",0,9,4,TRUE,"off",99,0.1717
"335",1,-0.0189470404012108,335,"equal",0,9,4,TRUE,"off",63,0.1717
"336",0.001,0.0127563210123078,336,"equal",0,9,4,TRUE,"off",86,0.1717
"337",0.001,0.0287361344018196,337,"equal",0,9,4,TRUE,"off",85,0.1717
"338",0.207,0.00345617873937266,338,"equal",0,9,4,TRUE,"off",71,0.1717
"339",0.001,0.0282363857648076,339,"equal",0,9,4,TRUE,"off",87,0.1717
"340",0.001,0.0216310740227492,340,"equal",0,9,4,TRUE,"off",76,0.1717
"341",0.413,0.000731317758334477,341,"equal",0,9,4,TRUE,"random",19,0.5306
"342",0.985,-0.00879953728413818,342,"equal",0,9,4,TRUE,"random",55,0.5306
"343",0.979,-0.00772495869124832,343,"equal",0,9,4,TRUE,"random",20,0.5306
"344",0.001,0.0134187040473317,344,"equal",0,9,4,TRUE,"random",52,0.5306
"345",0.852,-0.00419079596513219,345,"equal",0,9,4,TRUE,"random",20,0.5306
"346",0.514,-0.000247419078741431,346,"equal",0,9,4,TRUE,"random",20,0.5306
"347",0.672,-0.00208820054815162,347,"equal",0,9,4,TRUE,"random",42,0.5306
"348",0.269,0.00224725539416118,348,"equal",0,9,4,TRUE,"random",21,0.5306
"349",0.267,0.00242691032946019,349,"equal",0,9,4,TRUE,"random",20,0.5306
"350",0.354,0.00148665964004839,350,"equal",0,9,4,TRUE,"random",20,0.5306
"351",0.001,0.0756886530630218,351,"equal",0,9,4,TRUE,"by-block",99,0.001
"352",0.001,0.0672476722465378,352,"equal",0,9,4,TRUE,"by-block",99,0.001
"353",0.001,0.0908744355920538,353,"equal",0,9,4,TRUE,"by-block",99,0.001
"354",0.001,0.070641627465131,354,"equal",0,9,4,TRUE,"by-block",99,0.001
"355",0.001,0.0833454869913677,355,"equal",0,9,4,TRUE,"by-block",99,0.001
"356",0.001,0.0872578521583028,356,"equal",0,9,4,TRUE,"by-block",99,0.001
"357",0.001,0.0858711920360135,357,"equal",0,9,4,TRUE,"by-block",99,0.001
"358",0.001,0.0712876817296741,358,"equal",0,9,4,TRUE,"by-block",99,0.001
"359",0.001,0.0830832986986369,359,"equal",0,9,4,TRUE,"by-block",99,0.001
"360",0.001,0.0929212864536,360,"equal",0,9,4,TRUE,"by-block",99,0.001
"361",0.002,0.0130026926759543,361,"equal",2,3,1,TRUE,"off",42,0.2899
"362",0.539,-0.000248967226199331,362,"equal",2,3,1,TRUE,"off",42,0.2899
"363",0.585,-0.000598985651108345,363,"equal",2,3,1,TRUE,"off",43,0.2899
"364",0.013,0.00782611949666134,364,"equal",2,3,1,TRUE,"off",53,0.2899
"365",0.012,0.0084377567749612,365,"equal",2,3,1,TRUE,"off",33,0.2899
"366",0.667,-0.00182574395782815,366,"equal",2,3,1,TRUE,"off",36,0.2899
"367",0.962,-0.00559797840435902,367,"equal",2,3,1,TRUE,"off",66,0.2899
"368",0.075,0.00492503245651482,368,"equal",2,3,1,TRUE,"off",39,0.2899
"369",0.001,0.0163114093167878,369,"equal",2,3,1,TRUE,"off",38,0.2899
"370",0.043,0.00593347850528203,370,"equal",2,3,1,TRUE,"off",44,0.2899
"371",0.291,0.00180658569530252,371,"equal",2,3,1,TRUE,"random",19,0.341
"372",0.119,0.00343407040615358,372,"equal",2,3,1,TRUE,"random",18,0.341
"373",0.371,0.00114477478546048,373,"equal",2,3,1,TRUE,"random",19,0.341
"374",0.221,0.00227464764448446,374,"equal",2,3,1,TRUE,"random",20,0.341
"375",0.659,-0.00129686164063746,375,"equal",2,3,1,TRUE,"random",20,0.341
"376",0.142,0.00332686071565237,376,"equal",2,3,1,TRUE,"random",20,0.341
"377",0.025,0.00598787081107311,377,"equal",2,3,1,TRUE,"random",22,0.341
"378",0.682,-0.00163182737771345,378,"equal",2,3,1,TRUE,"random",18,0.341
"379",0.13,0.00331331402425103,379,"equal",2,3,1,TRUE,"random",20,0.341
"380",0.77,-0.00208547020539221,380,"equal",2,3,1,TRUE,"random",23,0.341
"381",0.912,-0.00458823941060615,381,"equal",2,3,1,TRUE,"by-block",19,0.9835
"382",0.999,-0.0106381274079524,382,"equal",2,3,1,TRUE,"by-block",16,0.9835
"383",0.997,-0.00948539179725486,383,"equal",2,3,1,TRUE,"by-block",17,0.9835
"384",1,-0.0140003220655497,384,"equal",2,3,1,TRUE,"by-block",17,0.9835
"385",0.98,-0.0066236169080891,385,"equal",2,3,1,TRUE,"by-block",17,0.9835
"386",1,-0.0124411714726496,386,"equal",2,3,1,TRUE,"by-block",18,0.9835
"387",0.994,-0.0082091512836411,387,"equal",2,3,1,TRUE,"by-block",17,0.9835
"388",1,-0.012327343235132,388,"equal",2,3,1,TRUE,"by-block",19,0.9835
"389",0.953,-0.00551775292995065,389,"equal",2,3,1,TRUE,"by-block",19,0.9835
"390",1,-0.0151078949793003,390,"equal",2,3,1,TRUE,"by-block",19,0.9835
"391",0.256,0.00247013975797638,391,"equal",2,3,4,TRUE,"off",39,0.1525
"392",0.054,0.00579834219873336,392,"equal",2,3,4,TRUE,"off",52,0.1525
"393",0.001,0.012201802904985,393,"equal",2,3,4,TRUE,"off",35,0.1525
"394",0.774,-0.00276324565586183,394,"equal",2,3,4,TRUE,"off",37,0.1525
"395",0.008,0.00837663267192156,395,"equal",2,3,4,TRUE,"off",48,0.1525
"396",0.001,0.0129139741044155,396,"equal",2,3,4,TRUE,"off",39,0.1525
"397",0.209,0.00308436022863095,397,"equal",2,3,4,TRUE,"off",51,0.1525
"398",0.147,0.00362679258303379,398,"equal",2,3,4,TRUE,"off",37,0.1525
"399",0.073,0.00511323539825437,399,"equal",2,3,4,TRUE,"off",39,0.1525
"400",0.002,0.0116228296737405,400,"equal",2,3,4,TRUE,"off",49,0.1525
"401",0.372,0.00089345601999345,401,"equal",2,3,4,TRUE,"random",19,0.426
"402",0.397,0.000611060403490364,402,"equal",2,3,4,TRUE,"random",19,0.426
"403",0.769,-0.00200487635886023,403,"equal",2,3,4,TRUE,"random",19,0.426
"404",0.812,-0.0028848001060736,404,"equal",2,3,4,TRUE,"random",18,0.426
"405",0.268,0.00199353269474732,405,"equal",2,3,4,TRUE,"random",20,0.426
"406",0.03,0.00599227683405224,406,"equal",2,3,4,TRUE,"random",20,0.426
"407",0.986,-0.00684141432799703,407,"equal",2,3,4,TRUE,"random",20,0.426
"408",0.462,0.000255132789335729,408,"equal",2,3,4,TRUE,"random",21,0.426
"409",0.153,0.00327835126685154,409,"equal",2,3,4,TRUE,"random",20,0.426
"410",0.011,0.00707392820111378,410,"equal",2,3,4,TRUE,"random",20,0.426
"411",0.9,-0.00401791857041863,411,"equal",2,3,4,TRUE,"by-block",17,0.8901
"412",0.997,-0.00859093680241299,412,"equal",2,3,4,TRUE,"by-block",19,0.8901
"413",0.97,-0.00601857589964359,413,"equal",2,3,4,TRUE,"by-block",18,0.8901
"414",1,-0.0148337322056454,414,"equal",2,3,4,TRUE,"by-block",17,0.8901
"415",0.999,-0.0115493062984312,415,"equal",2,3,4,TRUE,"by-block",17,0.8901
"416",0.989,-0.00713043376445985,416,"equal",2,3,4,TRUE,"by-block",18,0.8901
"417",0.999,-0.00933363534160963,417,"equal",2,3,4,TRUE,"by-block",17,0.8901
"418",1,-0.0118272507421216,418,"equal",2,3,4,TRUE,"by-block",17,0.8901
"419",0.369,0.00126064810829304,419,"equal",2,3,4,TRUE,"by-block",19,0.8901
"420",0.678,-0.00151171973127182,420,"equal",2,3,4,TRUE,"by-block",19,0.8901
"421",0.055,0.00659942899107878,421,"equal",2,9,1,TRUE,"off",42,0.6226
"422",0.752,-0.00269354747289208,422,"equal",2,9,1,TRUE,"off",46,0.6226
"423",0.727,-0.00207058677217252,423,"equal",2,9,1,TRUE,"off",38,0.6226
"424",0.762,-0.00302031255692567,424,"equal",2,9,1,TRUE,"off",47,0.6226
"425",0.315,0.00184475283227499,425,"equal",2,9,1,TRUE,"off",32,0.6226
"426",0.806,-0.00330216098422967,426,"equal",2,9,1,TRUE,"off",37,0.6226
"427",0.994,-0.0107115970793512,427,"equal",2,9,1,TRUE,"off",39,0.6226
"428",0.843,-0.00394439158594904,428,"equal",2,9,1,TRUE,"off",41,0.6226
"429",0.97,-0.00703091721611864,429,"equal",2,9,1,TRUE,"off",36,0.6226
"430",0.002,0.0114419222701539,430,"equal",2,9,1,TRUE,"off",45,0.6226
"431",0.684,-0.00160223165908391,431,"equal",2,9,1,TRUE,"random",19,0.4098
"432",0.995,-0.00941079083303874,432,"equal",2,9,1,TRUE,"random",21,0.4098
"433",0.001,0.014641028458879,433,"equal",2,9,1,TRUE,"random",22,0.4098
"434",0.985,-0.00760826789450643,434,"equal",2,9,1,TRUE,"random",18,0.4098
"435",0.094,0.00416518205527495,435,"equal",2,9,1,TRUE,"random",20,0.4098
"436",0.071,0.00467010161462481,436,"equal",2,9,1,TRUE,"random",20,0.4098
"437",0.001,0.0167443757720628,437,"equal",2,9,1,TRUE,"random",27,0.4098
"438",0.006,0.00825949698799507,438,"equal",2,9,1,TRUE,"random",19,0.4098
"439",0.264,0.00200475817476697,439,"equal",2,9,1,TRUE,"random",19,0.4098
"440",0.997,-0.00873378853676772,440,"equal",2,9,1,TRUE,"random",20,0.4098
"441",0.891,-0.00431664237860223,441,"equal",2,9,1,TRUE,"by-block",19,0.4261
"442",0.002,0.0102954142165565,442,"equal",2,9,1,TRUE,"by-block",18,0.4261
"443",0.814,-0.00316537294568634,443,"equal",2,9,1,TRUE,"by-block",18,0.4261
"444",1,-0.0151494447386921,444,"equal",2,9,1,TRUE,"by-block",23,0.4261
"445",0.031,0.00619163880166093,445,"equal",2,9,1,TRUE,"by-block",21,0.4261
"446",0.001,0.0132172360223105,446,"equal",2,9,1,TRUE,"by-block",25,0.4261
"447",0.173,0.00328793120196724,447,"equal",2,9,1,TRUE,"by-block",20,0.4261
"448",1,-0.0127301946807905,448,"equal",2,9,1,TRUE,"by-block",19,0.4261
"449",0.348,0.00118321250349291,449,"equal",2,9,1,TRUE,"by-block",21,0.4261
"450",0.001,0.0182966603367187,450,"equal",2,9,1,TRUE,"by-block",17,0.4261
"451",0.468,0.000391030718418333,451,"equal",2,9,4,TRUE,"off",45,0.3826
"452",0.952,-0.00663530658130396,452,"equal",2,9,4,TRUE,"off",57,0.3826
"453",0.005,0.0104025137946379,453,"equal",2,9,4,TRUE,"off",42,0.3826
"454",0.425,0.00079687870205751,454,"equal",2,9,4,TRUE,"off",37,0.3826
"455",0.16,0.00356262064969451,455,"equal",2,9,4,TRUE,"off",39,0.3826
"456",0.002,0.0106436557111356,456,"equal",2,9,4,TRUE,"off",38,0.3826
"457",0.97,-0.0072635345116527,457,"equal",2,9,4,TRUE,"off",40,0.3826
"458",0.243,0.00257607248191703,458,"equal",2,9,4,TRUE,"off",49,0.3826
"459",0.426,0.000914519930932792,459,"equal",2,9,4,TRUE,"off",37,0.3826
"460",0.175,0.0033720027415242,460,"equal",2,9,4,TRUE,"off",46,0.3826
"461",0.003,0.00882838146344402,461,"equal",2,9,4,TRUE,"random",20,0.1981
"462",0.116,0.00393399174716844,462,"equal",2,9,4,TRUE,"random",19,0.1981
"463",0.001,0.0123311794393769,463,"equal",2,9,4,TRUE,"random",18,0.1981
"464",0.8,-0.00267040083687204,464,"equal",2,9,4,TRUE,"random",20,0.1981
"465",0.001,0.0137412421763158,465,"equal",2,9,4,TRUE,"random",21,0.1981
"466",0.001,0.0150028472125688,466,"equal",2,9,4,TRUE,"random",28,0.1981
"467",0.006,0.00743313282960362,467,"equal",2,9,4,TRUE,"random",19,0.1981
"468",1,-0.0103112129296265,468,"equal",2,9,4,TRUE,"random",20,0.1981
"469",0.052,0.00507011379182987,469,"equal",2,9,4,TRUE,"random",19,0.1981
"470",0.001,0.0132012624675613,470,"equal",2,9,4,TRUE,"random",20,0.1981
"471",0.003,0.0110753687662804,471,"equal",2,9,4,TRUE,"by-block",20,0.4675
"472",0.001,0.0265910348525852,472,"equal",2,9,4,TRUE,"by-block",22,0.4675
"473",0.003,0.0102615741557555,473,"equal",2,9,4,TRUE,"by-block",25,0.4675
"474",0.334,0.00119636303530058,474,"equal",2,9,4,TRUE,"by-block",19,0.4675
"475",0.049,0.00601696182853368,475,"equal",2,9,4,TRUE,"by-block",17,0.4675
"476",0.631,-0.000913285621856705,476,"equal",2,9,4,TRUE,"by-block",17,0.4675
"477",0.665,-0.00129742618390215,477,"equal",2,9,4,TRUE,"by-block",20,0.4675
"478",0.993,-0.00921938116747756,478,"equal",2,9,4,TRUE,"by-block",17,0.4675
"479",1,-0.0129729842973439,479,"equal",2,9,4,TRUE,"by-block",19,0.4675
"480",0.996,-0.00969953015771318,480,"equal",2,9,4,TRUE,"by-block",18,0.4675
